,FilePath,Text,T_start,T_end,Annoted,AnnotET,Learned,LearnET
0,dataset/ccks/一般项目/一般项目-104.txt,胀,0,0,胀,Sy,,
1,dataset/ccks/一般项目/一般项目-118.txt,疱疹性咽峡炎,63,68,疱疹性咽峡炎,Si,疱疹,Sy
2,dataset/ccks/一般项目/一般项目-186.txt,麻木无力,51,54,麻木,Sy,麻木无力,Sy
3,dataset/ccks/一般项目/一般项目-186.txt,麻木无力,51,54,无力,Sy,麻木无力,Sy
4,dataset/ccks/一般项目/一般项目-198.txt,活动不灵,34,37,活动不灵,Sy,,
5,dataset/ccks/一般项目/一般项目-198.txt,言语不利,39,42,言语不利,Sy,,
6,dataset/ccks/一般项目/一般项目-208.txt,腰部,41,42,腰,Bo,腰部,Bo
7,dataset/ccks/一般项目/一般项目-217.txt,双大公司,46,49,,,双大公司,Bo
8,dataset/ccks/一般项目/一般项目-226.txt,无力,54,55,,,无力,Sy
9,dataset/ccks/一般项目/一般项目-230.txt,酸痛,51,52,酸痛,Sy,,
10,dataset/ccks/一般项目/一般项目-244.txt,肿物,28,29,肿物,Sy,,
11,dataset/ccks/一般项目/一般项目-247.txt,右下腹痛,12,15,右下腹痛,Sy,右下腹痛,Bo
12,dataset/ccks/一般项目/一般项目-248.txt,@右下腹痛,12,16, 右下腹痛,Sy,右下腹痛,Ch
13,dataset/ccks/一般项目/一般项目-260.txt,头部腰部,25,28,头部,Bo,头部腰部,Bo
14,dataset/ccks/一般项目/一般项目-260.txt,头部腰部,25,28,腰部,Bo,头部腰部,Bo
15,dataset/ccks/一般项目/一般项目-260.txt,头晕腰痛,34,37,头晕,Sy,头晕腰痛,Sy
16,dataset/ccks/一般项目/一般项目-260.txt,头晕腰痛,34,37,腰痛,Sy,头晕腰痛,Sy
17,dataset/ccks/一般项目/一般项目-284.txt,输部,17,18,,,输部,Bo
18,dataset/ccks/一般项目/一般项目-295.txt,左手拇指末节背侧,24,31,左手拇指末节背侧,Bo,左手拇指末节,Bo
19,dataset/ccks/一般项目/一般项目-300.txt,右胸背部,15,18,右胸,Bo,右胸背部,Bo
20,dataset/ccks/一般项目/一般项目-300.txt,右胸背部,15,18,背部,Bo,右胸背部,Bo
21,dataset/ccks/一般项目/一般项目-6.txt,便,25,25,便,Bo,,
22,dataset/ccks/一般项目/一般项目-67.txt,下腹痛,0,2,下腹痛,Sy,腹痛,Sy
23,dataset/ccks/一般项目/一般项目-94.txt,恶心约,11,13,恶心,Sy,恶心约,Sy
24,dataset/ccks/病史特点/病史特点-100.txt,右胫骨骨折,22,26,右胫骨,Bo,右胫骨骨折,Si
25,dataset/ccks/病史特点/病史特点-100.txt,右胫骨骨折,22,26,骨折,Sy,右胫骨骨折,Si
