# 0.000000
①	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O/0.942296	Bo-B/0.000001	Bo-I/0.001106	Ch-B/0.018673	Ch-I/0.005728	DT-B/0.002517	DT-I/0.001044	O/0.942296	Si-B/0.017657	Si-I/0.004844	Sy-B/0.000075	Sy-I/0.000193	Tr-B/0.000292	Tr-I/0.000141	unct-B/0.001657	unct-I/0.003778
头	-0.261590	-0.039909	-0.687947	-0.201070	0.329682	0.009515	-0.616746	0.291477	0.263338	0.243023	-0.230342	0.095865	-0.049753	-0.072653	-0.371982	0.257531	0.215505	-0.151906	-0.093549	0.172844	-0.066497	0.318238	0.156687	0.001796	0.441167	0.052593	-0.309963	0.219362	0.143131	-0.205633	0.273486	0.019082	-0.109555	-0.337030	-0.075067	-0.136114	-0.457782	-0.101913	-0.007185	-0.478001	-0.220236	-0.154210	-0.403474	-0.198365	-0.260036	0.318378	-0.199181	-0.423169	-0.028046	-0.363834	Sy-B/0.954073	Bo-B/0.000815	Bo-I/0.000021	Ch-B/0.000947	Ch-I/0.021370	DT-B/0.000001	DT-I/0.000001	O/0.000016	Si-B/0.000565	Si-I/0.022172	Sy-B/0.954073	Sy-I/0.000001	Tr-B/0.000008	Tr-I/0.000005	unct-B/0.000001	unct-I/0.000005
晕	-0.022126	-0.542258	-0.524679	-0.404810	0.187251	-0.176360	-0.416669	0.572726	0.207593	-0.159154	-0.202891	0.017200	-0.162076	0.098705	-0.207224	0.186598	0.644934	-0.398518	0.210112	0.088258	0.342228	0.356654	0.663172	0.065317	0.594775	0.023205	-0.637135	0.418672	0.308705	-0.293156	0.565542	0.271198	0.174439	-0.259626	0.311810	-0.186950	-0.515598	-0.313135	0.395100	-0.422719	-0.328506	-0.003188	-0.668381	-0.075326	-0.270450	0.239001	-0.341832	-0.475728	-0.259234	-0.529435	Sy-I/0.954030	Bo-B/0.000002	Bo-I/0.000751	Ch-B/0.000003	Ch-I/0.021608	DT-B/0.000000	DT-I/0.000001	O/0.000557	Si-B/0.000134	Si-I/0.022898	Sy-B/0.000000	Sy-I/0.954030	Tr-B/0.000000	Tr-I/0.000013	unct-B/0.000000	unct-I/0.000002
查	-0.074292	0.177950	-0.471109	-0.485935	0.034642	0.319373	0.207450	-0.198571	-0.283340	-0.220496	0.222856	-0.080375	-0.157854	-0.263696	-0.004686	-0.022319	-0.048695	-0.500993	-0.032774	0.099753	-0.175713	0.073551	-0.047176	-0.036987	-0.218537	-0.018407	-0.161870	0.188547	-0.254019	-0.219256	-0.048447	-0.246601	-0.213779	-0.210025	-0.090628	-0.057883	-0.454525	0.004672	-0.178472	-0.138972	-0.017810	-0.070639	-0.195717	0.437656	0.321725	0.052184	-0.057693	-0.071545	-0.102853	-0.000587	O/0.955134	Bo-B/0.000006	Bo-I/0.000035	Ch-B/0.000000	Ch-I/0.015479	DT-B/0.000001	DT-I/0.000002	O/0.955134	Si-B/0.000000	Si-I/0.026233	Sy-B/0.000002	Sy-I/0.003094	Tr-B/0.000001	Tr-I/0.000012	unct-B/0.000001	unct-I/0.000001
因	-0.170402	-0.456978	-0.376195	-0.251548	-0.057954	-0.291280	-0.114642	-0.020288	0.157066	-0.464896	-0.183600	0.108770	-0.292329	-0.394389	0.062233	-0.402649	-0.268844	-0.495936	0.029075	-0.169270	-0.247162	0.277766	-0.537661	0.186174	0.156847	0.160281	-0.440729	0.163955	0.083058	-0.046026	0.378630	0.113333	-0.353574	-0.093052	-0.166368	-0.218674	0.023974	-0.529568	-0.150822	-0.627059	-0.026751	-0.112145	-0.468536	0.089116	-0.084569	-0.348403	0.282171	-0.243628	-0.113047	-0.129623	O/0.998637	Bo-B/0.000002	Bo-I/0.000001	Ch-B/0.000002	Ch-I/0.000153	DT-B/0.000000	DT-I/0.000000	O/0.998637	Si-B/0.000001	Si-I/0.001114	Sy-B/0.000000	Sy-I/0.000090	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O/0.998896	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000041	Ch-I/0.000001	DT-B/0.000001	DT-I/0.000000	O/0.998896	Si-B/0.000256	Si-I/0.000792	Sy-B/0.000002	Sy-I/0.000010	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
椎	-0.040379	0.682610	-0.561647	0.017881	-0.217290	0.032705	-0.266696	0.044757	-0.265416	-0.393876	0.334245	-0.242444	-0.252428	0.522645	0.427665	0.104977	0.582375	-0.321483	0.098754	0.580195	-0.169294	-0.297413	0.365976	0.536682	0.351700	0.220213	-0.403524	0.473688	0.110551	0.621125	0.386132	-0.120484	-1.145453	0.074268	0.156228	0.133462	-0.356903	-0.505152	0.490107	-0.046414	-0.437877	-0.397884	0.178501	-0.131928	-0.052807	0.126362	0.034045	0.311931	0.485876	0.120764	O/0.997876	Bo-B/0.000067	Bo-I/0.000004	Ch-B/0.000568	Ch-I/0.000044	DT-B/0.000004	DT-I/0.000000	O/0.997876	Si-B/0.000207	Si-I/0.001189	Sy-B/0.000022	Sy-I/0.000012	Tr-B/0.000004	Tr-I/0.000001	unct-B/0.000002	unct-I/0.000000
基	-0.259543	-0.075679	-0.612628	0.077404	0.060423	0.250169	0.191492	0.229160	0.058608	0.047421	0.282275	-0.775597	-0.106753	-0.036875	0.288978	0.265838	0.359884	-0.645416	0.141506	-0.130264	-0.403378	0.133895	-0.102713	0.404138	-1.183700	0.302630	-0.333638	0.109911	0.403394	0.126483	-0.227268	0.332561	-0.363431	0.225026	-0.446745	-0.388469	-0.244343	0.395382	-0.114596	-0.463913	-0.340926	-0.216981	-0.228335	-0.420154	-0.431944	0.641287	-0.474893	-0.426653	0.200276	0.349084	O/0.992731	Bo-B/0.000016	Bo-I/0.000001	Ch-B/0.000046	Ch-I/0.000057	DT-B/0.000005	DT-I/0.000000	O/0.992731	Si-B/0.000690	Si-I/0.001408	Sy-B/0.005000	Sy-I/0.000034	Tr-B/0.000009	Tr-I/0.000001	unct-B/0.000002	unct-I/0.000000
底	-0.080327	0.200593	-0.478742	0.395227	0.645943	-0.165937	-0.453972	0.769070	-0.068285	-0.548519	0.458240	-0.251364	-0.636093	0.934928	0.263474	-0.334983	-0.128118	-0.456263	-0.319329	-0.638939	-0.325862	0.535569	-0.644291	-0.182736	-0.593345	0.888800	-0.377907	0.787094	0.197360	-0.119093	-0.287339	-0.210621	-0.425451	-1.431209	0.072185	-0.904559	-0.075870	0.750511	0.100152	-0.305708	-1.322578	0.087962	0.494674	-0.479268	-0.319191	0.003200	-0.009316	0.563384	0.633420	0.580134	O/0.622459	Bo-B/0.000825	Bo-I/0.000010	Ch-B/0.001683	Ch-I/0.000091	DT-B/0.000112	DT-I/0.000000	O/0.622459	Si-B/0.003208	Si-I/0.002167	Sy-B/0.364109	Sy-I/0.005056	Tr-B/0.000214	Tr-I/0.000003	unct-B/0.000063	unct-I/0.000001
动	-0.012469	0.358670	-0.038380	0.491425	-0.054146	0.339910	0.232186	-0.019126	-0.190043	0.213256	0.358019	-0.187413	0.143646	0.457290	0.325878	0.018009	0.279965	0.022617	0.218728	-0.133070	0.083979	0.464659	-0.238983	0.375055	0.395559	0.493308	-0.200715	0.208506	-0.205609	-0.098634	0.023897	-0.113814	-0.224747	-0.230954	0.060425	0.036596	-0.255663	-0.154922	-0.289826	-0.043334	-0.092182	0.053084	-0.151766	0.199712	0.093137	0.384599	-0.135099	-0.157686	0.368448	-0.735122	O/0.600302	Bo-B/0.001681	Bo-I/0.000822	Ch-B/0.005313	Ch-I/0.001718	DT-B/0.000048	DT-I/0.000000	O/0.600302	Si-B/0.004172	Si-I/0.005575	Sy-B/0.007734	Sy-I/0.370464	Tr-B/0.002043	Tr-I/0.000076	unct-B/0.000017	unct-I/0.000036
