# 0.000125
慢	0.156643	0.133866	-0.018253	-0.221957	-0.245211	-0.226638	0.115531	-0.243175	0.211363	-0.513277	-0.264960	0.292815	-0.242202	-0.041913	0.005368	-0.331391	0.311441	-0.230600	0.196653	-0.716454	-0.646143	-0.011077	-0.164123	0.284031	-0.250058	0.444844	-0.622834	0.316326	0.559769	0.067869	0.925131	0.418548	-0.674589	0.083239	-0.243628	0.238085	-0.396423	0.701069	0.468567	0.262669	0.310943	-0.763912	-0.395243	0.077032	-0.436692	-0.345255	0.152995	0.090401	-0.095835	0.235740	Si-B/0.990980	Bo-B/0.000008	Bo-I/0.000006	Ch-B/0.000002	Ch-I/0.000006	DT-B/0.000016	DT-I/0.000019	O/0.000577	Si-B/0.990980	Si-I/0.005250	Sy-B/0.003024	Sy-I/0.000001	Tr-B/0.000013	Tr-I/0.000012	unct-B/0.000028	unct-I/0.000057
性	-0.095533	-0.067222	-0.140703	0.128773	0.218588	-0.178781	0.253661	0.040975	-0.008195	-0.082856	-0.155454	0.080127	-0.267406	-0.254354	0.094201	-0.516125	-0.051161	0.057488	0.110829	-0.283675	-0.301842	-0.225764	-0.380019	0.342906	-0.010047	0.493216	-0.410755	0.131451	0.447149	-0.079720	0.291320	-0.378596	-0.439065	0.092836	-0.188651	0.078571	-0.254497	0.096824	-0.138918	0.131438	0.002214	-0.246365	-0.330390	0.367284	-0.526000	0.076973	-0.060376	-0.101708	0.009696	0.103741	Si-I/0.999225	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000001	DT-B/0.000000	DT-I/0.000013	O/0.000379	Si-B/0.000021	Si-I/0.999225	Sy-B/0.000000	Sy-I/0.000288	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000073
浅	0.186365	1.171250	-0.025989	-1.134207	0.069594	0.405509	-0.234867	-0.124042	0.480312	-0.288988	-0.129570	0.202291	-0.950556	0.001197	0.429706	0.106231	0.317327	-0.139829	0.120645	-1.084001	-0.359589	-0.074820	0.010963	-0.457612	0.460120	0.446757	-0.821809	0.267215	-0.043069	0.547154	0.583474	-0.117260	-0.272057	-0.128595	0.662764	0.532582	-0.694813	1.063048	0.334802	0.377581	-0.193696	-0.165861	0.060838	-0.006049	-0.730861	0.404971	-0.132008	0.704535	0.146353	0.234222	Si-I/0.999349	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000001	DT-B/0.000001	DT-I/0.000000	O/0.000099	Si-B/0.000301	Si-I/0.999349	Sy-B/0.000000	Sy-I/0.000239	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000007
表	0.019761	-0.013913	-0.104506	-0.639177	-0.435147	0.263193	0.352293	0.246309	0.382455	0.082693	-0.466867	-0.002906	-0.620383	-0.227624	0.280337	0.066445	0.325548	-0.130426	0.173188	-0.502742	-0.455564	-0.137209	0.322145	0.161061	0.407194	0.435392	-0.201397	0.322723	-0.621099	0.602836	0.320168	0.052275	-0.252069	-0.030852	-0.108677	-0.165647	-0.084827	0.740027	-0.025854	-0.030488	-0.378022	-0.199183	-0.466574	-0.030799	-0.844534	-0.072647	-0.322835	0.141258	-0.026193	-0.054148	Si-I/0.999764	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.000003	Si-B/0.000127	Si-I/0.999764	Sy-B/0.000000	Sy-I/0.000103	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000002
性	-0.095533	-0.067222	-0.140703	0.128773	0.218588	-0.178781	0.253661	0.040975	-0.008195	-0.082856	-0.155454	0.080127	-0.267406	-0.254354	0.094201	-0.516125	-0.051161	0.057488	0.110829	-0.283675	-0.301842	-0.225764	-0.380019	0.342906	-0.010047	0.493216	-0.410755	0.131451	0.447149	-0.079720	0.291320	-0.378596	-0.439065	0.092836	-0.188651	0.078571	-0.254497	0.096824	-0.138918	0.131438	0.002214	-0.246365	-0.330390	0.367284	-0.526000	0.076973	-0.060376	-0.101708	0.009696	0.103741	Si-I/0.999920	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.000005	Si-B/0.000000	Si-I/0.999920	Sy-B/0.000000	Sy-I/0.000073	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000002
胃	-0.161282	0.488165	-0.290002	-0.709757	-0.306862	-0.476348	0.334455	0.045494	0.136984	0.169965	0.059970	0.037773	-1.062627	0.014235	0.224550	0.031958	-0.108770	-0.035862	-0.250022	0.119764	-0.630829	0.192073	-0.083152	-0.091873	0.120784	0.371840	-0.012591	0.252010	0.290989	-0.375508	0.035113	-0.026941	-0.513014	0.221310	0.484460	-0.148385	-0.347649	0.752965	-0.042871	-0.139226	0.190553	-0.681021	0.205926	0.138543	-0.339431	0.156052	-0.177961	0.349928	-0.554885	-0.083544	Si-I/0.999879	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.000000	Si-B/0.000052	Si-I/0.999879	Sy-B/0.000000	Sy-I/0.000068	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
炎	0.178724	-0.330130	-0.080955	-0.290030	0.056108	0.103507	0.263932	-0.137306	0.243101	-0.209430	0.065196	0.329246	-0.052543	0.019162	0.443616	-0.163702	0.232896	0.241304	-0.127855	-0.175874	-0.821061	-0.416944	-0.402795	-0.039661	0.189369	0.329001	-0.207511	0.233727	0.300571	-0.084555	0.254564	-0.079788	-0.982696	-0.049098	-0.065259	0.054677	-0.380498	0.287446	0.185130	0.292072	0.172235	-0.522030	-0.289584	0.040191	-0.238157	-0.411912	0.238090	0.110270	-0.031221	0.195400	Si-I/0.999793	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.000139	Si-B/0.000000	Si-I/0.999793	Sy-B/0.000000	Sy-I/0.000068	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
,	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O/0.846140	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.846140	Si-B/0.000153	Si-I/0.153705	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000001
结	0.090550	-0.059147	0.082751	-0.432870	0.429232	-0.013123	-0.141210	-0.162627	-0.277754	-0.028104	0.473915	-0.013648	-0.224625	-0.039267	-0.339580	-0.158348	-0.020340	-0.100188	0.064660	-0.153196	-0.645649	-0.357329	-0.252273	-0.093176	-0.215464	0.067986	-0.300268	0.512623	-0.273539	0.229643	-0.104039	-0.306921	-0.337346	-0.247132	-0.105661	0.062418	-0.133090	0.635711	-0.203489	0.206960	-0.318768	-0.068070	-0.228135	0.146675	-0.560038	0.110065	0.766404	0.032769	-0.356840	0.119005	Si-B/0.729304	Bo-B/0.012139	Bo-I/0.000001	Ch-B/0.001201	Ch-I/0.000000	DT-B/0.000032	DT-I/0.000000	O/0.097807	Si-B/0.729304	Si-I/0.155778	Sy-B/0.003612	Sy-I/0.000000	Tr-B/0.000108	Tr-I/0.000000	unct-B/0.000018	unct-I/0.000000
肠	-0.000737	0.440793	0.181922	-0.375350	0.026207	-0.468235	0.338264	-0.444969	-0.321120	0.401949	-0.079728	-0.085429	-0.484917	0.001813	0.204274	0.217693	-0.305010	-0.369370	-0.373892	0.412128	-0.312491	-0.112815	-0.290867	0.421656	-0.092130	0.689305	-0.517190	0.101688	-0.145138	-0.559798	-0.553027	0.263838	-0.183960	-0.072128	0.073221	0.405614	-0.309198	0.589646	0.027047	-0.203103	0.189225	-0.546322	0.133946	0.148821	-0.600064	0.240327	0.513306	0.071187	-0.111736	-0.165905	Si-I/0.886276	Bo-B/0.000038	Bo-I/0.007301	Ch-B/0.000955	Ch-I/0.001206	DT-B/0.000005	DT-I/0.000002	O/0.100472	Si-B/0.000182	Si-I/0.886276	Sy-B/0.000001	Sy-I/0.003472	Tr-B/0.000012	Tr-I/0.000075	unct-B/0.000003	unct-I/0.000001
多	-0.133548	-0.438419	0.275765	-0.004742	0.110034	-0.221138	-0.077247	0.412358	-0.426373	0.182946	0.057165	-0.050923	-0.427930	0.153708	-0.118621	0.073007	0.181008	0.148107	0.203947	-0.205233	-0.166825	-0.152312	-0.464286	0.041362	-0.142046	-0.018636	-0.515669	-0.074258	-0.074592	0.310100	0.292471	0.284185	-0.336926	-0.098345	-0.098045	0.220217	-0.054021	0.378235	-0.234116	-0.027541	-0.165196	-0.144780	0.026892	-0.189896	-0.338474	0.085564	0.479362	-0.123591	-0.333600	-0.446853	Si-I/0.868158	Bo-B/0.000008	Bo-I/0.000025	Ch-B/0.000005	Ch-I/0.000367	DT-B/0.000001	DT-I/0.000000	O/0.124177	Si-B/0.003619	Si-I/0.868158	Sy-B/0.000651	Sy-I/0.002972	Tr-B/0.000001	Tr-I/0.000016	unct-B/0.000000	unct-I/0.000000
发	-0.066598	-0.208080	-0.185997	-0.155884	0.186316	-0.045934	-0.075160	0.249841	0.072811	-0.128967	-0.224384	0.018385	-0.443513	-0.047662	-0.091925	-0.142997	0.147000	0.082579	0.297181	-0.164420	-0.252361	0.195148	-0.614405	-0.018746	-0.027388	-0.030244	-0.460359	-0.168066	-0.114229	-0.027075	0.363772	0.275871	-0.292121	-0.094746	-0.186432	0.032612	-0.237639	-0.133289	-0.193951	-0.169006	-0.092239	-0.165473	-0.531861	-0.004373	-0.334547	-0.159144	0.012338	-0.113797	-0.507383	-0.409899	Si-I/0.870503	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000004	Ch-I/0.000044	DT-B/0.000000	DT-I/0.000000	O/0.128776	Si-B/0.000006	Si-I/0.870503	Sy-B/0.000023	Sy-I/0.000641	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
息	0.225819	-0.022429	0.238874	0.099242	-0.464251	0.180923	0.014327	-0.361800	-0.422198	0.614112	-0.184915	0.051771	-1.047279	-0.285151	0.292827	-0.316892	0.238947	-0.116953	-0.528731	0.167672	0.096467	0.496333	-0.362288	0.124042	-0.106762	0.080694	-0.149749	0.026924	-0.049564	0.411419	-0.128186	0.649728	-1.157613	-0.242776	0.402469	0.402399	-0.271147	0.768998	0.228505	0.101246	-0.166585	-0.302428	-0.493411	0.283755	-0.791504	-0.008976	0.105754	0.004736	-0.640631	-0.509811	Si-I/0.869263	Bo-B/0.000008	Bo-I/0.000000	Ch-B/0.000211	Ch-I/0.000045	DT-B/0.000001	DT-I/0.000000	O/0.130070	Si-B/0.000013	Si-I/0.869263	Sy-B/0.000043	Sy-I/0.000331	Tr-B/0.000014	Tr-I/0.000001	unct-B/0.000000	unct-I/0.000000
肉	-0.042013	-0.251209	0.238243	-0.162827	-0.300971	-0.086227	-0.647054	-0.414757	-0.597452	-0.031734	0.026746	0.162562	-1.249930	-0.092952	0.069077	-0.464484	0.267070	-0.017055	-0.446053	-0.067393	-0.117893	0.380228	-0.276671	0.285029	-0.188652	0.383662	-0.105816	0.166418	0.096388	-0.037502	-0.497714	1.169793	-0.460332	-0.441281	-0.054357	0.393477	0.079970	0.498686	0.273157	-0.214073	-0.415699	-0.797463	-0.411727	0.300212	-0.683310	0.156078	0.373822	0.378174	-0.303741	-0.018824	Si-I/0.849853	Bo-B/0.000185	Bo-I/0.000015	Ch-B/0.000026	Ch-I/0.000843	DT-B/0.000011	DT-I/0.000004	O/0.148056	Si-B/0.000003	Si-I/0.849853	Sy-B/0.000540	Sy-I/0.000405	Tr-B/0.000015	Tr-I/0.000032	unct-B/0.000006	unct-I/0.000005
@	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O/0.999984	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000001	DT-B/0.000000	DT-I/0.000000	O/0.999984	Si-B/0.000000	Si-I/0.000011	Sy-B/0.000000	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
患	-0.297559	-0.292324	-0.004288	-0.167847	-0.007375	0.200336	0.105082	-0.156831	0.258051	-0.328889	0.149139	-0.274941	-0.414593	-0.318628	-0.035865	0.129366	0.295354	-0.325682	0.015626	0.299946	-0.119734	-0.055207	0.034800	0.068645	0.084323	0.033685	-0.321957	0.029420	0.003621	-0.279114	0.290275	0.011341	-0.353929	-0.212946	0.272172	-0.336662	-0.047761	0.120881	-0.326133	-0.120043	0.208579	-0.026332	-0.296286	0.185700	-0.061464	-0.405424	0.015128	-0.274715	-0.387244	-0.029484	O/0.999961	Bo-B/0.000020	Bo-I/0.000000	Ch-B/0.000014	Ch-I/0.000000	DT-B/0.000001	DT-I/0.000000	O/0.999961	Si-B/0.000000	Si-I/0.000002	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
者	-0.257371	-0.249603	0.057283	-0.157507	-0.066411	0.102987	0.086166	-0.019617	0.133194	-0.365047	0.222070	-0.248903	-0.431681	-0.260083	-0.128778	0.091327	0.266090	-0.361627	-0.032345	0.302589	-0.086938	0.067880	0.104366	0.109598	0.082174	0.043088	-0.325650	0.041152	-0.006895	-0.255396	0.363323	0.142358	-0.308833	-0.243583	0.294010	-0.301391	0.022934	0.140468	-0.342836	-0.129585	0.198930	-0.025447	-0.237868	0.232395	-0.085046	-0.369719	-0.017688	-0.267530	-0.359067	-0.090966	O/0.999994	Bo-B/0.000003	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999994	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
为	-0.220157	-0.193824	-0.103436	-0.129108	-0.037511	-0.087015	0.245821	0.507917	-0.086608	-0.026474	-0.011664	0.051444	-0.132529	-0.178739	-0.105807	-0.030852	-0.041801	-0.136594	0.324266	-0.094549	-0.437522	-0.132129	-0.212425	0.315566	0.331768	0.166218	0.035930	0.183546	0.120034	0.040852	0.420397	0.205264	-0.336801	-0.301370	0.050958	-0.441582	0.097790	0.024995	-0.252280	-0.070142	-0.064756	0.065029	-0.333926	-0.222093	-0.262240	-0.263181	0.064336	-0.115548	-0.231522	-0.013253	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
